year;species;samples;Length.mm;tidal_area
2004;Mytilus edulis;M-9;13,2;
2004;Mytilus edulis;M-9;13,3;
2004;Mytilus edulis;M-9;12,9;
2004;Mytilus edulis;M-9;10,9;
2004;Mytilus edulis;M-9;13,5;
2004;Mytilus edulis;M-9;12,5;
2004;Mytilus edulis;M-9;11,6;
2004;Mytilus edulis;M-9;12,1;
2004;Mytilus edulis;M-9;10,4;
2004;Mytilus edulis;M-9;11,1;
2004;Mytilus edulis;M-9;7,2;
2004;Mytilus edulis;M-9;9,4;
2004;Mytilus edulis;M-9;11,9;
2004;Mytilus edulis;M-9;9;
2004;Mytilus edulis;M-9;8,1;
2004;Mytilus edulis;M-22;22,3;
2004;Mytilus edulis;M-22;13,8;
2004;Mytilus edulis;M-20;8,4;
2004;Mytilus edulis;M-20;6,9;
2004;Mytilus edulis;M-20;7,8;
2004;Mytilus edulis;M-20;13,2;
2004;Mytilus edulis;M-20;9,2;
2004;Mytilus edulis;M-21;24,6;
2004;Mytilus edulis;M-21;21,8;
2004;Mytilus edulis;M-21;7,6;
2004;Mytilus edulis;M-24;13,4;
2004;Mytilus edulis;M-26;31,1;
2004;Mytilus edulis;M-26;26,2;
2004;Mytilus edulis;M-26;25,4;
2004;Mytilus edulis;M-26;24,9;
2004;Mytilus edulis;M-26;23,7;
2004;Mytilus edulis;M-26;24,7;
2004;Mytilus edulis;M-26;24,5;
2004;Mytilus edulis;M-26;24,1;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;24,7;
2004;Mytilus edulis;M-26;23,2;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;26,6;
2004;Mytilus edulis;M-26;23,7;
2004;Mytilus edulis;M-26;29,6;
2004;Mytilus edulis;M-26;27,5;
2004;Mytilus edulis;M-26;22,8;
2004;Mytilus edulis;M-26;24,1;
2004;Mytilus edulis;M-26;25;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;25,6;
2004;Mytilus edulis;M-26;17,3;
2004;Mytilus edulis;M-26;12,4;
2004;Mytilus edulis;M-26;11,7;
2004;Mytilus edulis;M-26;6,4;
2004;Mytilus edulis;M-26;18,6;
2004;Mytilus edulis;M-26;20,5;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;20,6;
2004;Mytilus edulis;M-26;22,8;
2004;Mytilus edulis;M-26;21,8;
2004;Mytilus edulis;M-26;25;
2004;Mytilus edulis;M-26;14,4;
2004;Mytilus edulis;M-26;33,2;
2004;Mytilus edulis;M-26;9,6;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;30,6;
2004;Mytilus edulis;M-26;9,7;
2004;Mytilus edulis;M-26;11,2;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;20,9;
2004;Mytilus edulis;M-26;22,9;
2004;Mytilus edulis;M-26;10,5;
2004;Mytilus edulis;M-26;26,7;
2004;Mytilus edulis;M-26;21;
2004;Mytilus edulis;M-26;9,5;
2004;Mytilus edulis;M-26;11,7;
2004;Mytilus edulis;M-26;22,6;
2004;Mytilus edulis;M-26;6,4;
2004;Mytilus edulis;M-26;28,8;
2004;Mytilus edulis;M-26;7,3;
2004;Mytilus edulis;M-26;9;
2004;Mytilus edulis;M-26;22,8;
2004;Mytilus edulis;M-26;25,5;
2004;Mytilus edulis;M-26;23,7;
2004;Mytilus edulis;M-26;15;
2004;Mytilus edulis;M-26;20;
2004;Mytilus edulis;M-26;26;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;25;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;17,8;
2004;Mytilus edulis;M-26;19,1;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;18,7;
2004;Mytilus edulis;M-26;14,3;
2004;Mytilus edulis;M-26;22,1;
2004;Mytilus edulis;M-26;18;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;13,4;
2004;Mytilus edulis;M-26;29,4;
2004;Mytilus edulis;M-26;18,2;
2004;Mytilus edulis;M-26;14,8;
2004;Mytilus edulis;M-26;13,3;
2004;Mytilus edulis;M-26;12,5;
2004;Mytilus edulis;M-26;17,7;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;8,7;
2004;Mytilus edulis;M-26;10,3;
2004;Mytilus edulis;M-26;14,7;
2004;Mytilus edulis;M-26;25,1;
2004;Mytilus edulis;M-26;25,8;
2004;Mytilus edulis;M-26;14,3;
2004;Mytilus edulis;M-26;12,8;
2004;Mytilus edulis;M-26;26,1;
2004;Mytilus edulis;M-26;14;
2004;Mytilus edulis;M-26;16,2;
2004;Mytilus edulis;M-26;10,8;
2004;Mytilus edulis;M-26;11,6;
2004;Mytilus edulis;M-26;20,4;
2004;Mytilus edulis;M-26;22,2;
2004;Mytilus edulis;M-26;11,8;
2004;Mytilus edulis;M-26;14;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;13,5;
2004;Mytilus edulis;M-26;18;
2004;Mytilus edulis;M-26;11;
2004;Mytilus edulis;M-26;14,7;
2004;Mytilus edulis;M-26;20;
2004;Mytilus edulis;M-26;25,5;
2004;Mytilus edulis;M-26;15;
2004;Mytilus edulis;M-26;18,3;
2004;Mytilus edulis;M-26;12,2;
2004;Mytilus edulis;M-26;18,5;
2004;Mytilus edulis;M-26;18,3;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;22,2;
2004;Mytilus edulis;M-26;18,3;
2004;Mytilus edulis;M-26;30,3;
2004;Mytilus edulis;M-26;23,3;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;20,2;
2004;Mytilus edulis;M-26;23,8;
2004;Mytilus edulis;M-26;25,6;
2004;Mytilus edulis;M-26;26,3;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;30,5;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;22,5;
2004;Mytilus edulis;M-26;21,8;
2004;Mytilus edulis;M-26;24,4;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;23,8;
2004;Mytilus edulis;M-26;28,5;
2004;Mytilus edulis;M-26;18,7;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;26,6;
2004;Mytilus edulis;M-26;20,8;
2004;Mytilus edulis;M-26;9,7;
2004;Mytilus edulis;M-26;20,7;
2004;Mytilus edulis;M-26;25,4;
2004;Mytilus edulis;M-26;6,3;
2004;Mytilus edulis;M-26;23,9;
2004;Mytilus edulis;M-26;20;
2004;Mytilus edulis;M-26;9,8;
2004;Mytilus edulis;M-26;21;
2004;Mytilus edulis;M-26;12,5;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;12,6;
2004;Mytilus edulis;M-26;23,8;
2004;Mytilus edulis;M-26;16,9;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;21,4;
2004;Mytilus edulis;M-26;9,2;
2004;Mytilus edulis;M-26;22;
2004;Mytilus edulis;M-26;25,1;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;20,7;
2004;Mytilus edulis;M-26;15,2;
2004;Mytilus edulis;M-26;14,5;
2004;Mytilus edulis;M-26;14,1;
2004;Mytilus edulis;M-26;19,9;
2004;Mytilus edulis;M-26;19,9;
2004;Mytilus edulis;M-26;22,8;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;13,5;
2004;Mytilus edulis;M-26;26,5;
2004;Mytilus edulis;M-26;17,7;
2004;Mytilus edulis;M-26;13,6;
2004;Mytilus edulis;M-26;21;
2004;Mytilus edulis;M-26;22,6;
2004;Mytilus edulis;M-26;26,7;
2004;Mytilus edulis;M-26;20,8;
2004;Mytilus edulis;M-26;28,7;
2004;Mytilus edulis;M-26;34,4;
2004;Mytilus edulis;M-26;32,9;
2004;Mytilus edulis;M-26;22,9;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;26,1;
2004;Mytilus edulis;M-26;32,1;
2004;Mytilus edulis;M-26;30,1;
2004;Mytilus edulis;M-26;27;
2004;Mytilus edulis;M-26;31;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;30,3;
2004;Mytilus edulis;M-26;28,6;
2004;Mytilus edulis;M-26;26,7;
2004;Mytilus edulis;M-26;24,1;
2004;Mytilus edulis;M-26;21,7;
2004;Mytilus edulis;M-26;7;
2004;Mytilus edulis;M-26;17;
2004;Mytilus edulis;M-26;20;
2004;Mytilus edulis;M-26;21,5;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;15,1;
2004;Mytilus edulis;M-26;14,5;
2004;Mytilus edulis;M-26;9,6;
2004;Mytilus edulis;M-26;24,6;
2004;Mytilus edulis;M-26;25,9;
2004;Mytilus edulis;M-26;17,3;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;22,1;
2004;Mytilus edulis;M-26;11;
2004;Mytilus edulis;M-26;15,6;
2004;Mytilus edulis;M-26;18;
2004;Mytilus edulis;M-26;15,3;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;14,7;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;23,5;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;25,5;
2004;Mytilus edulis;M-26;22,9;
2004;Mytilus edulis;M-26;22;
2004;Mytilus edulis;M-26;17;
2004;Mytilus edulis;M-26;21,2;
2004;Mytilus edulis;M-26;29,2;
2004;Mytilus edulis;M-26;7;
2004;Mytilus edulis;M-26;25,4;
2004;Mytilus edulis;M-26;28,5;
2004;Mytilus edulis;M-26;26,8;
2004;Mytilus edulis;M-26;29,9;
2004;Mytilus edulis;M-26;19,9;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;22,4;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;8,2;
2004;Mytilus edulis;M-26;14,2;
2004;Mytilus edulis;M-26;15;
2004;Mytilus edulis;M-26;8,3;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;7,2;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;29;
2004;Mytilus edulis;M-26;20,3;
2004;Mytilus edulis;M-26;7,4;
2004;Mytilus edulis;M-26;14;
2004;Mytilus edulis;M-26;15,9;
2004;Mytilus edulis;M-26;36,9;
2004;Mytilus edulis;M-26;22,6;
2004;Mytilus edulis;M-26;26,4;
2004;Mytilus edulis;M-26;25,9;
2004;Mytilus edulis;M-26;17,3;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;18,3;
2004;Mytilus edulis;M-26;18;
2004;Mytilus edulis;M-26;23,3;
2004;Mytilus edulis;M-26;25,9;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;29,2;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;27,9;
2004;Mytilus edulis;M-26;30,5;
2004;Mytilus edulis;M-26;20,1;
2004;Mytilus edulis;M-26;22,1;
2004;Mytilus edulis;M-26;23,7;
2004;Mytilus edulis;M-26;23,7;
2004;Mytilus edulis;M-26;27,2;
2004;Mytilus edulis;M-26;27;
2004;Mytilus edulis;M-26;6,9;
2004;Mytilus edulis;M-26;21,2;
2004;Mytilus edulis;M-26;18,6;
2004;Mytilus edulis;M-26;19,8;
2004;Mytilus edulis;M-26;25;
2004;Mytilus edulis;M-26;26;
2004;Mytilus edulis;M-26;5,7;
2004;Mytilus edulis;M-26;29;
2004;Mytilus edulis;M-26;25,6;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;25,5;
2004;Mytilus edulis;M-26;20,7;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;14,7;
2004;Mytilus edulis;M-26;22,2;
2004;Mytilus edulis;M-26;9,6;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;9,5;
2004;Mytilus edulis;M-26;27;
2004;Mytilus edulis;M-26;20,9;
2004;Mytilus edulis;M-26;24,5;
2004;Mytilus edulis;M-26;16;
2004;Mytilus edulis;M-26;19,1;
2004;Mytilus edulis;M-26;16,4;
2004;Mytilus edulis;M-26;13;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;12,6;
2004;Mytilus edulis;M-26;24,8;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;18,4;
2004;Mytilus edulis;M-26;28;
2004;Mytilus edulis;M-26;19,6;
2004;Mytilus edulis;M-26;24,3;
2004;Mytilus edulis;M-26;13;
2004;Mytilus edulis;M-26;19,4;
2004;Mytilus edulis;M-26;12,5;
2004;Mytilus edulis;M-26;14;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;24,6;
2004;Mytilus edulis;M-26;13,1;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;15,4;
2004;Mytilus edulis;M-26;30,1;
2004;Mytilus edulis;M-26;33,8;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;9,5;
2004;Mytilus edulis;M-26;31,1;
2004;Mytilus edulis;M-26;21,9;
2004;Mytilus edulis;M-26;27,1;
2004;Mytilus edulis;M-26;17,2;
2004;Mytilus edulis;M-26;18,2;
2004;Mytilus edulis;M-26;11,2;
2004;Mytilus edulis;M-26;26,9;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;20,6;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;9;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;15,2;
2004;Mytilus edulis;M-26;13;
2004;Mytilus edulis;M-26;11,6;
2004;Mytilus edulis;M-26;17,7;
2004;Mytilus edulis;M-26;12,5;
2004;Mytilus edulis;M-26;7;
2004;Mytilus edulis;M-26;6,7;
2004;Mytilus edulis;M-26;11,2;
2004;Mytilus edulis;M-26;11,6;
2004;Mytilus edulis;M-26;7;
2004;Mytilus edulis;M-26;14,7;
2004;Mytilus edulis;M-26;10,5;
2004;Mytilus edulis;M-26;10,5;
2004;Mytilus edulis;M-26;11,4;
2004;Mytilus edulis;M-26;27;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;8,6;
2004;Mytilus edulis;M-26;16,6;
2004;Mytilus edulis;M-26;11,6;
2004;Mytilus edulis;M-26;30;
2004;Mytilus edulis;M-26;6,6;
2004;Mytilus edulis;M-26;6,6;
2004;Mytilus edulis;M-26;6,6;
2004;Mytilus edulis;M-26;22,8;
2004;Mytilus edulis;M-26;11,6;
2004;Mytilus edulis;M-26;9,3;
2004;Mytilus edulis;M-26;25,1;
2004;Mytilus edulis;M-26;15,3;
2004;Mytilus edulis;M-26;20,3;
2004;Mytilus edulis;M-26;32;
2004;Mytilus edulis;M-26;26,6;
2004;Mytilus edulis;M-26;20,4;
2004;Mytilus edulis;M-26;19,5;
2004;Mytilus edulis;M-26;8,4;
2004;Mytilus edulis;M-26;25,4;
2004;Mytilus edulis;M-26;16,9;
2004;Mytilus edulis;M-26;13;
2004;Mytilus edulis;M-26;14;
2004;Mytilus edulis;M-26;23,8;
2004;Mytilus edulis;M-26;31,3;
2004;Mytilus edulis;M-26;22;
2004;Mytilus edulis;M-26;11;
2004;Mytilus edulis;M-26;21,9;
2004;Mytilus edulis;M-26;26,5;
2004;Mytilus edulis;M-26;10,3;
2004;Mytilus edulis;M-26;25;
2004;Mytilus edulis;M-26;9;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;13,2;
2004;Mytilus edulis;M-26;10,6;
2004;Mytilus edulis;M-26;22,9;
2004;Mytilus edulis;M-26;25,4;
2004;Mytilus edulis;M-26;15,3;
2004;Mytilus edulis;M-26;10,8;
2004;Mytilus edulis;M-26;18,6;
2004;Mytilus edulis;M-26;9,5;
2004;Mytilus edulis;M-26;12,6;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;25,6;
2004;Mytilus edulis;M-26;18;
2004;Mytilus edulis;M-26;26,9;
2004;Mytilus edulis;M-26;22,4;
2004;Mytilus edulis;M-26;6,9;
2004;Mytilus edulis;M-26;20,8;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;26,4;
2004;Mytilus edulis;M-26;22,6;
2004;Mytilus edulis;M-26;28,1;
2004;Mytilus edulis;M-26;28,5;
2004;Mytilus edulis;M-26;35,5;
2004;Mytilus edulis;M-26;12,6;
2004;Mytilus edulis;M-26;23;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;21;
2004;Mytilus edulis;M-26;26,8;
2004;Mytilus edulis;M-26;26,6;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;27,6;
2004;Mytilus edulis;M-26;18;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;20,8;
2004;Mytilus edulis;M-26;26;
2004;Mytilus edulis;M-26;25;
2004;Mytilus edulis;M-26;14,3;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;10,6;
2004;Mytilus edulis;M-26;26,5;
2004;Mytilus edulis;M-26;21,8;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;18,7;
2004;Mytilus edulis;M-26;17;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;13,5;
2004;Mytilus edulis;M-26;17,6;
2004;Mytilus edulis;M-26;11;
2004;Mytilus edulis;M-26;20,6;
2004;Mytilus edulis;M-26;23,3;
2004;Mytilus edulis;M-26;21,5;
2004;Mytilus edulis;M-26;16,3;
2004;Mytilus edulis;M-26;26,7;
2004;Mytilus edulis;M-26;10,7;
2004;Mytilus edulis;M-26;15,7;
2004;Mytilus edulis;M-26;25,1;
2004;Mytilus edulis;M-26;15,1;
2004;Mytilus edulis;M-26;14,2;
2004;Mytilus edulis;M-26;10,2;
2004;Mytilus edulis;M-26;21,2;
2004;Mytilus edulis;M-26;11,9;
2004;Mytilus edulis;M-26;13,1;
2004;Mytilus edulis;M-26;23,5;
2004;Mytilus edulis;M-26;25,7;
2004;Mytilus edulis;M-26;8,3;
2004;Mytilus edulis;M-26;19,8;
2004;Mytilus edulis;M-26;19,3;
2004;Mytilus edulis;M-26;13,1;
2004;Mytilus edulis;M-26;23,7;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;21,4;
2004;Mytilus edulis;M-26;16;
2004;Mytilus edulis;M-26;12,7;
2004;Mytilus edulis;M-26;20,9;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;8,7;
2004;Mytilus edulis;M-26;23,8;
2004;Mytilus edulis;M-26;27,3;
2004;Mytilus edulis;M-26;23,3;
2004;Mytilus edulis;M-26;27,5;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;26;
2004;Mytilus edulis;M-26;24,6;
2004;Mytilus edulis;M-26;13,4;
2004;Mytilus edulis;M-26;12,4;
2004;Mytilus edulis;M-26;20,2;
2004;Mytilus edulis;M-26;10,8;
2004;Mytilus edulis;M-26;34;
2004;Mytilus edulis;M-26;14,2;
2004;Mytilus edulis;M-26;22,9;
2004;Mytilus edulis;M-26;13,1;
2004;Mytilus edulis;M-26;27,5;
2004;Mytilus edulis;M-26;21,2;
2004;Mytilus edulis;M-26;22,5;
2004;Mytilus edulis;M-26;27,3;
2004;Mytilus edulis;M-26;22,3;
2004;Mytilus edulis;M-26;21;
2004;Mytilus edulis;M-26;22,5;
2004;Mytilus edulis;M-26;12,1;
2004;Mytilus edulis;M-26;8,3;
2004;Mytilus edulis;M-26;26,7;
2004;Mytilus edulis;M-26;12,2;
2004;Mytilus edulis;M-26;25,2;
2004;Mytilus edulis;M-26;20,1;
2004;Mytilus edulis;M-26;22,6;
2004;Mytilus edulis;M-26;20,3;
2004;Mytilus edulis;M-26;27,5;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;20;
2004;Mytilus edulis;M-26;22,3;
2004;Mytilus edulis;M-26;23,2;
2004;Mytilus edulis;M-26;15,4;
2004;Mytilus edulis;M-26;19,9;
2004;Mytilus edulis;M-26;18,8;
2004;Mytilus edulis;M-26;11,8;
2004;Mytilus edulis;M-26;22,5;
2004;Mytilus edulis;M-26;14;
2004;Mytilus edulis;M-26;14,5;
2004;Mytilus edulis;M-26;14,4;
2004;Mytilus edulis;M-26;16,7;
2004;Mytilus edulis;M-26;22,9;
2004;Mytilus edulis;M-26;18,7;
2004;Mytilus edulis;M-26;14,6;
2004;Mytilus edulis;M-26;7,6;
2004;Mytilus edulis;M-26;12,2;
2004;Mytilus edulis;M-26;8,4;
2004;Mytilus edulis;M-26;7,6;
2004;Mytilus edulis;M-26;15,9;
2004;Mytilus edulis;M-26;26,7;
2004;Mytilus edulis;M-26;27,4;
2004;Mytilus edulis;M-26;21,6;
2004;Mytilus edulis;M-26;11;
2004;Mytilus edulis;M-26;22,5;
2004;Mytilus edulis;M-26;13,1;
2004;Mytilus edulis;M-26;18,5;
2004;Mytilus edulis;M-26;15,1;
2004;Mytilus edulis;M-26;17,2;
2004;Mytilus edulis;M-26;21,7;
2004;Mytilus edulis;M-26;22,7;
2004;Mytilus edulis;M-26;22;
2004;Mytilus edulis;M-26;21,9;
2004;Mytilus edulis;M-26;19,2;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;19,2;
2004;Mytilus edulis;M-26;23,6;
2004;Mytilus edulis;M-26;13,7;
2004;Mytilus edulis;M-26;17,2;
2004;Mytilus edulis;M-26;15;
2004;Mytilus edulis;M-26;11,4;
2004;Mytilus edulis;M-26;22,2;
2004;Mytilus edulis;M-26;10,3;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;13;
2004;Mytilus edulis;M-26;21,3;
2004;Mytilus edulis;M-26;12,9;
2004;Mytilus edulis;M-26;26,5;
2004;Mytilus edulis;M-26;23,4;
2004;Mytilus edulis;M-26;13,2;
2004;Mytilus edulis;M-26;11,8;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;11,3;
2004;Mytilus edulis;M-26;19,8;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;14,4;
2004;Mytilus edulis;M-26;16,5;
2004;Mytilus edulis;M-26;16,3;
2004;Mytilus edulis;M-26;21,4;
2004;Mytilus edulis;M-26;21,1;
2004;Mytilus edulis;M-26;26,8;
2004;Mytilus edulis;M-26;21,9;
2004;Mytilus edulis;M-26;17,3;
2004;Mytilus edulis;M-26;19,6;
2004;Mytilus edulis;M-26;18,8;
2004;Mytilus edulis;M-26;24;
2004;Mytilus edulis;M-26;16,7;
2004;Mytilus edulis;M-26;19;
2004;Mytilus edulis;M-26;19,4;
2004;Mytilus edulis;M-26;11,3;
2004;Mytilus edulis;M-26;26,5;
2004;Mytilus edulis;M-26;9,5;
2004;Mytilus edulis;M-26;20,6;
2004;Mytilus edulis;M-26;20;
2004;Mytilus edulis;M-26;17;
2004;Mytilus edulis;M-26;24,9;
2004;Mytilus edulis;M-26;7,1;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;23,2;
2004;Mytilus edulis;M-26;11,4;
2004;Mytilus edulis;M-26;12,3;
2004;Mytilus edulis;M-26;8,6;
2004;Mytilus edulis;M-26;13,3;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;17,8;
2004;Mytilus edulis;M-26;13,9;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;16,3;
2004;Mytilus edulis;M-26;9,9;
2004;Mytilus edulis;M-26;10,3;
2004;Mytilus edulis;M-26;10,6;
2004;Mytilus edulis;M-26;11,5;
2004;Mytilus edulis;M-26;11,1;
2004;Mytilus edulis;M-26;17;
2004;Mytilus edulis;M-26;7,4;
2004;Mytilus edulis;M-26;14,7;
2004;Mytilus edulis;M-26;9,9;
2004;Mytilus edulis;M-26;10,8;
2004;Mytilus edulis;M-26;12,8;
2004;Mytilus edulis;M-26;7;
2004;Mytilus edulis;M-26;7,5;
2004;Mytilus edulis;M-26;17,5;
2004;Mytilus edulis;M-26;9,5;
2004;Mytilus edulis;M-26;12,3;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;11,2;
2004;Mytilus edulis;M-26;11,8;
2004;Mytilus edulis;M-26;17,7;
2004;Mytilus edulis;M-26;13,6;
2004;Mytilus edulis;M-26;7;
2004;Mytilus edulis;M-26;22,2;
2004;Mytilus edulis;M-26;14,4;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;11,6;
2004;Mytilus edulis;M-26;9;
2004;Mytilus edulis;M-26;11,3;
2004;Mytilus edulis;M-26;9,8;
2004;Mytilus edulis;M-26;11,2;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;8,4;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;6,7;
2004;Mytilus edulis;M-26;11,9;
2004;Mytilus edulis;M-26;13,2;
2004;Mytilus edulis;M-26;13,3;
2004;Mytilus edulis;M-26;8,1;
2004;Mytilus edulis;M-26;12;
2004;Mytilus edulis;M-26;8,5;
2004;Mytilus edulis;M-26;7,8;
2004;Mytilus edulis;M-26;9,7;
2004;Mytilus edulis;M-26;7,9;
2004;Mytilus edulis;M-26;8,3;
2004;Mytilus edulis;M-26;12,3;
2004;Mytilus edulis;M-26;12,4;
2004;Mytilus edulis;M-26;7,6;
2004;Mytilus edulis;M-26;11,2;
2004;Mytilus edulis;M-26;15,2;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;6;
2004;Mytilus edulis;M-26;12,4;
2004;Mytilus edulis;M-26;7,6;
2004;Mytilus edulis;M-26;8,8;
2004;Mytilus edulis;M-26;7,9;
2004;Mytilus edulis;M-26;9;
2004;Mytilus edulis;M-26;6,6;
2004;Mytilus edulis;M-26;7,4;
2004;Mytilus edulis;M-26;10,6;
2004;Mytilus edulis;M-26;12,9;
2004;Mytilus edulis;M-26;8,1;
2004;Mytilus edulis;M-26;12,2;
2004;Mytilus edulis;M-26;8,6;
2004;Mytilus edulis;M-26;13,6;
2004;Mytilus edulis;M-26;12,2;
2004;Mytilus edulis;M-26;9,8;
2004;Mytilus edulis;M-26;10,6;
2004;Mytilus edulis;M-26;7,3;
2004;Mytilus edulis;M-26;9,4;
2004;Mytilus edulis;M-26;10;
2004;Mytilus edulis;M-26;9;
2004;Mytilus edulis;M-26;7,8;
2004;Mytilus edulis;M-26;9,8;
2004;Mytilus edulis;M-26;8;
2004;Mytilus edulis;M-26;10,6;
2004;Mytilus edulis;M-26;7,3;
2004;Mytilus edulis;M-26;7,8;
2004;Mytilus edulis;M-26;6,6;
2004;Mytilus edulis;M-26;5,6;
2004;Mytilus edulis;M-26;6,9;
2004;Mytilus edulis;M-26;6;
2004;Mytilus edulis;M-26;5,3;
2004;Mytilus edulis;M-26;9,1;
2004;Mytilus edulis;M-26;5,6;
2004;Mytilus edulis;M-26;5,8;
2004;Mytilus edulis;M-26;4,5;
2004;Mytilus edulis;M-26;4,2;
2004;Mytilus edulis;M-26;3,7;
2004;Mytilus edulis;M-26;4,1;
