"oneyear.int";"year";"tidal_level";"sample";"Freq"
"8954";"(1.2,1.8]";"2004";"middle";"mg17";NA
"8958";"(1.2,1.8]";"2005";"middle";"mg17";NA
"8962";"(1.2,1.8]";"2006";"middle";"mg17";NA
"8966";"(1.2,1.8]";"2007";"middle";"mg17";NA
"8970";"(1.2,1.8]";"2008";"middle";"mg17";NA
"8974";"(1.2,1.8]";"2009";"middle";"mg17";NA
"8978";"(1.2,1.8]";"2010";"middle";"mg17";NA
"8982";"(1.2,1.8]";"2011";"middle";"mg17";NA
"8986";"(1.2,1.8]";"2012";"middle";"mg17";NA
"8990";"(1.2,1.8]";"1992";"midlow";"mg17";NA
"8994";"(1.2,1.8]";"1993";"midlow";"mg17";NA
"8998";"(1.2,1.8]";"1994";"midlow";"mg17";NA
"9002";"(1.2,1.8]";"1995";"midlow";"mg17";NA
"9006";"(1.2,1.8]";"1996";"midlow";"mg17";NA
"9010";"(1.2,1.8]";"1997";"midlow";"mg17";NA
"9014";"(1.2,1.8]";"1998";"midlow";"mg17";NA
"9018";"(1.2,1.8]";"1999";"midlow";"mg17";NA
"9022";"(1.2,1.8]";"2000";"midlow";"mg17";NA
"9026";"(1.2,1.8]";"2001";"midlow";"mg17";NA
"9030";"(1.2,1.8]";"2002";"midlow";"mg17";NA
"9034";"(1.2,1.8]";"2003";"midlow";"mg17";NA
"9038";"(1.2,1.8]";"2004";"midlow";"mg17";NA
"9042";"(1.2,1.8]";"2005";"midlow";"mg17";NA
"9046";"(1.2,1.8]";"2006";"midlow";"mg17";NA
"9050";"(1.2,1.8]";"2007";"midlow";"mg17";NA
"9054";"(1.2,1.8]";"2008";"midlow";"mg17";NA
"9058";"(1.2,1.8]";"2009";"midlow";"mg17";NA
"9062";"(1.2,1.8]";"2010";"midlow";"mg17";NA
"9066";"(1.2,1.8]";"2011";"midlow";"mg17";NA
"9070";"(1.2,1.8]";"2012";"midlow";"mg17";NA
"9074";"(1.2,1.8]";"1992";"high";"mg2";0
"9078";"(1.2,1.8]";"1993";"high";"mg2";0
"9082";"(1.2,1.8]";"1994";"high";"mg2";NA
"9086";"(1.2,1.8]";"1995";"high";"mg2";NA
"9090";"(1.2,1.8]";"1996";"high";"mg2";NA
"9094";"(1.2,1.8]";"1997";"high";"mg2";NA
"9098";"(1.2,1.8]";"1998";"high";"mg2";NA
"9102";"(1.2,1.8]";"1999";"high";"mg2";NA
"9106";"(1.2,1.8]";"2000";"high";"mg2";NA
"9110";"(1.2,1.8]";"2001";"high";"mg2";NA
"9114";"(1.2,1.8]";"2002";"high";"mg2";NA
"9118";"(1.2,1.8]";"2003";"high";"mg2";NA
"9122";"(1.2,1.8]";"2004";"high";"mg2";NA
"9126";"(1.2,1.8]";"2005";"high";"mg2";NA
"9130";"(1.2,1.8]";"2006";"high";"mg2";NA
"9134";"(1.2,1.8]";"2007";"high";"mg2";NA
"9138";"(1.2,1.8]";"2008";"high";"mg2";NA
"9142";"(1.2,1.8]";"2009";"high";"mg2";NA
"9146";"(1.2,1.8]";"2010";"high";"mg2";NA
"9150";"(1.2,1.8]";"2011";"high";"mg2";NA
"9154";"(1.2,1.8]";"2012";"high";"mg2";NA
"9158";"(1.2,1.8]";"1992";"low";"mg2";NA
"9162";"(1.2,1.8]";"1993";"low";"mg2";NA
"9166";"(1.2,1.8]";"1994";"low";"mg2";NA
"9170";"(1.2,1.8]";"1995";"low";"mg2";NA
"9174";"(1.2,1.8]";"1996";"low";"mg2";NA
"9178";"(1.2,1.8]";"1997";"low";"mg2";NA
"9182";"(1.2,1.8]";"1998";"low";"mg2";NA
"9186";"(1.2,1.8]";"1999";"low";"mg2";NA
"9190";"(1.2,1.8]";"2000";"low";"mg2";NA
"9194";"(1.2,1.8]";"2001";"low";"mg2";NA
"9198";"(1.2,1.8]";"2002";"low";"mg2";NA
"9202";"(1.2,1.8]";"2003";"low";"mg2";NA
"9206";"(1.2,1.8]";"2004";"low";"mg2";NA
"9210";"(1.2,1.8]";"2005";"low";"mg2";NA
"9214";"(1.2,1.8]";"2006";"low";"mg2";NA
"9218";"(1.2,1.8]";"2007";"low";"mg2";NA
"9222";"(1.2,1.8]";"2008";"low";"mg2";NA
"9226";"(1.2,1.8]";"2009";"low";"mg2";NA
"9230";"(1.2,1.8]";"2010";"low";"mg2";NA
"9234";"(1.2,1.8]";"2011";"low";"mg2";NA
"9238";"(1.2,1.8]";"2012";"low";"mg2";NA
"9242";"(1.2,1.8]";"1992";"middle";"mg2";NA
"9246";"(1.2,1.8]";"1993";"middle";"mg2";NA
"9250";"(1.2,1.8]";"1994";"middle";"mg2";250
"9254";"(1.2,1.8]";"1995";"middle";"mg2";10
"9258";"(1.2,1.8]";"1996";"middle";"mg2";110
"9262";"(1.2,1.8]";"1997";"middle";"mg2";10
"9266";"(1.2,1.8]";"1998";"middle";"mg2";320
"9270";"(1.2,1.8]";"1999";"middle";"mg2";4610
"9274";"(1.2,1.8]";"2000";"middle";"mg2";1220
"9278";"(1.2,1.8]";"2001";"middle";"mg2";130
"9282";"(1.2,1.8]";"2002";"middle";"mg2";170
"9286";"(1.2,1.8]";"2003";"middle";"mg2";140
"9290";"(1.2,1.8]";"2004";"middle";"mg2";NA
"9294";"(1.2,1.8]";"2005";"middle";"mg2";250
"9298";"(1.2,1.8]";"2006";"middle";"mg2";NA
"9302";"(1.2,1.8]";"2007";"middle";"mg2";NA
"9306";"(1.2,1.8]";"2008";"middle";"mg2";NA
"9310";"(1.2,1.8]";"2009";"middle";"mg2";200
"9314";"(1.2,1.8]";"2010";"middle";"mg2";20
"9318";"(1.2,1.8]";"2011";"middle";"mg2";NA
"9322";"(1.2,1.8]";"2012";"middle";"mg2";200
"9326";"(1.2,1.8]";"1992";"midlow";"mg2";NA
"9330";"(1.2,1.8]";"1993";"midlow";"mg2";NA
"9334";"(1.2,1.8]";"1994";"midlow";"mg2";NA
"9338";"(1.2,1.8]";"1995";"midlow";"mg2";NA
"9342";"(1.2,1.8]";"1996";"midlow";"mg2";NA
"9346";"(1.2,1.8]";"1997";"midlow";"mg2";NA
"9350";"(1.2,1.8]";"1998";"midlow";"mg2";NA
"9354";"(1.2,1.8]";"1999";"midlow";"mg2";NA
"9358";"(1.2,1.8]";"2000";"midlow";"mg2";NA
"9362";"(1.2,1.8]";"2001";"midlow";"mg2";NA
"9366";"(1.2,1.8]";"2002";"midlow";"mg2";NA
"9370";"(1.2,1.8]";"2003";"midlow";"mg2";NA
"9374";"(1.2,1.8]";"2004";"midlow";"mg2";NA
"9378";"(1.2,1.8]";"2005";"midlow";"mg2";NA
"9382";"(1.2,1.8]";"2006";"midlow";"mg2";NA
"9386";"(1.2,1.8]";"2007";"midlow";"mg2";NA
"9390";"(1.2,1.8]";"2008";"midlow";"mg2";NA
"9394";"(1.2,1.8]";"2009";"midlow";"mg2";NA
"9398";"(1.2,1.8]";"2010";"midlow";"mg2";NA
"9402";"(1.2,1.8]";"2011";"midlow";"mg2";NA
"9406";"(1.2,1.8]";"2012";"midlow";"mg2";NA
"9410";"(1.2,1.8]";"1992";"high";"mg2-1";NA
"9414";"(1.2,1.8]";"1993";"high";"mg2-1";NA
"9418";"(1.2,1.8]";"1994";"high";"mg2-1";NA
"9422";"(1.2,1.8]";"1995";"high";"mg2-1";NA
"9426";"(1.2,1.8]";"1996";"high";"mg2-1";NA
"9430";"(1.2,1.8]";"1997";"high";"mg2-1";NA
"9434";"(1.2,1.8]";"1998";"high";"mg2-1";NA
"9438";"(1.2,1.8]";"1999";"high";"mg2-1";NA
"9442";"(1.2,1.8]";"2000";"high";"mg2-1";NA
"9446";"(1.2,1.8]";"2001";"high";"mg2-1";NA
"9450";"(1.2,1.8]";"2002";"high";"mg2-1";NA
"9454";"(1.2,1.8]";"2003";"high";"mg2-1";NA
"9458";"(1.2,1.8]";"2004";"high";"mg2-1";NA
"9462";"(1.2,1.8]";"2005";"high";"mg2-1";NA
"9466";"(1.2,1.8]";"2006";"high";"mg2-1";NA
"9470";"(1.2,1.8]";"2007";"high";"mg2-1";NA
"9474";"(1.2,1.8]";"2008";"high";"mg2-1";NA
"9478";"(1.2,1.8]";"2009";"high";"mg2-1";NA
"9482";"(1.2,1.8]";"2010";"high";"mg2-1";NA
"9486";"(1.2,1.8]";"2011";"high";"mg2-1";NA
"9490";"(1.2,1.8]";"2012";"high";"mg2-1";NA
"9494";"(1.2,1.8]";"1992";"low";"mg2-1";NA
"9498";"(1.2,1.8]";"1993";"low";"mg2-1";NA
"9502";"(1.2,1.8]";"1994";"low";"mg2-1";NA
"9506";"(1.2,1.8]";"1995";"low";"mg2-1";NA
"9510";"(1.2,1.8]";"1996";"low";"mg2-1";NA
"9514";"(1.2,1.8]";"1997";"low";"mg2-1";NA
"9518";"(1.2,1.8]";"1998";"low";"mg2-1";NA
"9522";"(1.2,1.8]";"1999";"low";"mg2-1";NA
"9526";"(1.2,1.8]";"2000";"low";"mg2-1";NA
"9530";"(1.2,1.8]";"2001";"low";"mg2-1";NA
"9534";"(1.2,1.8]";"2002";"low";"mg2-1";NA
"9538";"(1.2,1.8]";"2003";"low";"mg2-1";NA
"9542";"(1.2,1.8]";"2004";"low";"mg2-1";NA
"9546";"(1.2,1.8]";"2005";"low";"mg2-1";NA
"9550";"(1.2,1.8]";"2006";"low";"mg2-1";NA
"9554";"(1.2,1.8]";"2007";"low";"mg2-1";NA
"9558";"(1.2,1.8]";"2008";"low";"mg2-1";NA
"9562";"(1.2,1.8]";"2009";"low";"mg2-1";NA
"9566";"(1.2,1.8]";"2010";"low";"mg2-1";NA
"9570";"(1.2,1.8]";"2011";"low";"mg2-1";NA
"9574";"(1.2,1.8]";"2012";"low";"mg2-1";NA
"9578";"(1.2,1.8]";"1992";"middle";"mg2-1";NA
"9582";"(1.2,1.8]";"1993";"middle";"mg2-1";NA
"9586";"(1.2,1.8]";"1994";"middle";"mg2-1";NA
"9590";"(1.2,1.8]";"1995";"middle";"mg2-1";NA
"9594";"(1.2,1.8]";"1996";"middle";"mg2-1";NA
"9598";"(1.2,1.8]";"1997";"middle";"mg2-1";NA
"9602";"(1.2,1.8]";"1998";"middle";"mg2-1";NA
"9606";"(1.2,1.8]";"1999";"middle";"mg2-1";NA
"9610";"(1.2,1.8]";"2000";"middle";"mg2-1";NA
"9614";"(1.2,1.8]";"2001";"middle";"mg2-1";NA
"9618";"(1.2,1.8]";"2002";"middle";"mg2-1";NA
"9622";"(1.2,1.8]";"2003";"middle";"mg2-1";NA
"9626";"(1.2,1.8]";"2004";"middle";"mg2-1";270
"9630";"(1.2,1.8]";"2005";"middle";"mg2-1";NA
"9634";"(1.2,1.8]";"2006";"middle";"mg2-1";810
"9638";"(1.2,1.8]";"2007";"middle";"mg2-1";NA
"9642";"(1.2,1.8]";"2008";"middle";"mg2-1";NA
"9646";"(1.2,1.8]";"2009";"middle";"mg2-1";NA
"9650";"(1.2,1.8]";"2010";"middle";"mg2-1";NA
"9654";"(1.2,1.8]";"2011";"middle";"mg2-1";NA
"9658";"(1.2,1.8]";"2012";"middle";"mg2-1";NA
"9662";"(1.2,1.8]";"1992";"midlow";"mg2-1";NA
"9666";"(1.2,1.8]";"1993";"midlow";"mg2-1";NA
"9670";"(1.2,1.8]";"1994";"midlow";"mg2-1";NA
"9674";"(1.2,1.8]";"1995";"midlow";"mg2-1";NA
"9678";"(1.2,1.8]";"1996";"midlow";"mg2-1";NA
"9682";"(1.2,1.8]";"1997";"midlow";"mg2-1";NA
"9686";"(1.2,1.8]";"1998";"midlow";"mg2-1";NA
"9690";"(1.2,1.8]";"1999";"midlow";"mg2-1";NA
"9694";"(1.2,1.8]";"2000";"midlow";"mg2-1";NA
"9698";"(1.2,1.8]";"2001";"midlow";"mg2-1";NA
"9702";"(1.2,1.8]";"2002";"midlow";"mg2-1";NA
"9706";"(1.2,1.8]";"2003";"midlow";"mg2-1";NA
"9710";"(1.2,1.8]";"2004";"midlow";"mg2-1";NA
"9714";"(1.2,1.8]";"2005";"midlow";"mg2-1";NA
"9718";"(1.2,1.8]";"2006";"midlow";"mg2-1";NA
"9722";"(1.2,1.8]";"2007";"midlow";"mg2-1";NA
"9726";"(1.2,1.8]";"2008";"midlow";"mg2-1";NA
"9730";"(1.2,1.8]";"2009";"midlow";"mg2-1";NA
"9734";"(1.2,1.8]";"2010";"midlow";"mg2-1";NA
"9738";"(1.2,1.8]";"2011";"midlow";"mg2-1";NA
"9742";"(1.2,1.8]";"2012";"midlow";"mg2-1";NA
"9746";"(1.2,1.8]";"1992";"high";"Mg2-1";NA
"9750";"(1.2,1.8]";"1993";"high";"Mg2-1";NA
"9754";"(1.2,1.8]";"1994";"high";"Mg2-1";NA
"9758";"(1.2,1.8]";"1995";"high";"Mg2-1";NA
"9762";"(1.2,1.8]";"1996";"high";"Mg2-1";NA
"9766";"(1.2,1.8]";"1997";"high";"Mg2-1";NA
"9770";"(1.2,1.8]";"1998";"high";"Mg2-1";NA
"9774";"(1.2,1.8]";"1999";"high";"Mg2-1";NA
"9778";"(1.2,1.8]";"2000";"high";"Mg2-1";NA
"9782";"(1.2,1.8]";"2001";"high";"Mg2-1";NA
"9786";"(1.2,1.8]";"2002";"high";"Mg2-1";NA
"9790";"(1.2,1.8]";"2003";"high";"Mg2-1";NA
"9794";"(1.2,1.8]";"2004";"high";"Mg2-1";NA
"9798";"(1.2,1.8]";"2005";"high";"Mg2-1";NA
"9802";"(1.2,1.8]";"2006";"high";"Mg2-1";NA
"9806";"(1.2,1.8]";"2007";"high";"Mg2-1";NA
"9810";"(1.2,1.8]";"2008";"high";"Mg2-1";NA
"9814";"(1.2,1.8]";"2009";"high";"Mg2-1";NA
"9818";"(1.2,1.8]";"2010";"high";"Mg2-1";NA
"9822";"(1.2,1.8]";"2011";"high";"Mg2-1";NA
"9826";"(1.2,1.8]";"2012";"high";"Mg2-1";NA
"9830";"(1.2,1.8]";"1992";"low";"Mg2-1";NA
"9834";"(1.2,1.8]";"1993";"low";"Mg2-1";NA
"9838";"(1.2,1.8]";"1994";"low";"Mg2-1";NA
"9842";"(1.2,1.8]";"1995";"low";"Mg2-1";NA
"9846";"(1.2,1.8]";"1996";"low";"Mg2-1";NA
"9850";"(1.2,1.8]";"1997";"low";"Mg2-1";NA
"9854";"(1.2,1.8]";"1998";"low";"Mg2-1";NA
"9858";"(1.2,1.8]";"1999";"low";"Mg2-1";NA
"9862";"(1.2,1.8]";"2000";"low";"Mg2-1";NA
"9866";"(1.2,1.8]";"2001";"low";"Mg2-1";NA
"9870";"(1.2,1.8]";"2002";"low";"Mg2-1";NA
"9874";"(1.2,1.8]";"2003";"low";"Mg2-1";NA
"9878";"(1.2,1.8]";"2004";"low";"Mg2-1";NA
"9882";"(1.2,1.8]";"2005";"low";"Mg2-1";NA
"9886";"(1.2,1.8]";"2006";"low";"Mg2-1";NA
"9890";"(1.2,1.8]";"2007";"low";"Mg2-1";NA
"9894";"(1.2,1.8]";"2008";"low";"Mg2-1";NA
"9898";"(1.2,1.8]";"2009";"low";"Mg2-1";NA
"9902";"(1.2,1.8]";"2010";"low";"Mg2-1";NA
"9906";"(1.2,1.8]";"2011";"low";"Mg2-1";NA
"9910";"(1.2,1.8]";"2012";"low";"Mg2-1";NA
"9914";"(1.2,1.8]";"1992";"middle";"Mg2-1";NA
"9918";"(1.2,1.8]";"1993";"middle";"Mg2-1";NA
"9922";"(1.2,1.8]";"1994";"middle";"Mg2-1";NA
"9926";"(1.2,1.8]";"1995";"middle";"Mg2-1";NA
"9930";"(1.2,1.8]";"1996";"middle";"Mg2-1";NA
"9934";"(1.2,1.8]";"1997";"middle";"Mg2-1";NA
"9938";"(1.2,1.8]";"1998";"middle";"Mg2-1";NA
"9942";"(1.2,1.8]";"1999";"middle";"Mg2-1";NA
"9946";"(1.2,1.8]";"2000";"middle";"Mg2-1";NA
"9950";"(1.2,1.8]";"2001";"middle";"Mg2-1";NA
"9954";"(1.2,1.8]";"2002";"middle";"Mg2-1";NA
"9958";"(1.2,1.8]";"2003";"middle";"Mg2-1";NA
"9962";"(1.2,1.8]";"2004";"middle";"Mg2-1";NA
"9966";"(1.2,1.8]";"2005";"middle";"Mg2-1";NA
"9970";"(1.2,1.8]";"2006";"middle";"Mg2-1";NA
"9974";"(1.2,1.8]";"2007";"middle";"Mg2-1";NA
"9978";"(1.2,1.8]";"2008";"middle";"Mg2-1";750
"9982";"(1.2,1.8]";"2009";"middle";"Mg2-1";NA
"9986";"(1.2,1.8]";"2010";"middle";"Mg2-1";NA
"9990";"(1.2,1.8]";"2011";"middle";"Mg2-1";210
"9994";"(1.2,1.8]";"2012";"middle";"Mg2-1";NA
"9998";"(1.2,1.8]";"1992";"midlow";"Mg2-1";NA
"10002";"(1.2,1.8]";"1993";"midlow";"Mg2-1";NA
"10006";"(1.2,1.8]";"1994";"midlow";"Mg2-1";NA
"10010";"(1.2,1.8]";"1995";"midlow";"Mg2-1";NA
"10014";"(1.2,1.8]";"1996";"midlow";"Mg2-1";NA
"10018";"(1.2,1.8]";"1997";"midlow";"Mg2-1";NA
"10022";"(1.2,1.8]";"1998";"midlow";"Mg2-1";NA
"10026";"(1.2,1.8]";"1999";"midlow";"Mg2-1";NA
"10030";"(1.2,1.8]";"2000";"midlow";"Mg2-1";NA
"10034";"(1.2,1.8]";"2001";"midlow";"Mg2-1";NA
"10038";"(1.2,1.8]";"2002";"midlow";"Mg2-1";NA
"10042";"(1.2,1.8]";"2003";"midlow";"Mg2-1";NA
"10046";"(1.2,1.8]";"2004";"midlow";"Mg2-1";NA
"10050";"(1.2,1.8]";"2005";"midlow";"Mg2-1";NA
"10054";"(1.2,1.8]";"2006";"midlow";"Mg2-1";NA
"10058";"(1.2,1.8]";"2007";"midlow";"Mg2-1";NA
"10062";"(1.2,1.8]";"2008";"midlow";"Mg2-1";NA
"10066";"(1.2,1.8]";"2009";"midlow";"Mg2-1";NA
"10070";"(1.2,1.8]";"2010";"midlow";"Mg2-1";NA
"10074";"(1.2,1.8]";"2011";"midlow";"Mg2-1";NA
"10078";"(1.2,1.8]";"2012";"midlow";"Mg2-1";NA
"10082";"(1.2,1.8]";"1992";"high";"mg2-2";NA
"10086";"(1.2,1.8]";"1993";"high";"mg2-2";NA
"10090";"(1.2,1.8]";"1994";"high";"mg2-2";NA
"10094";"(1.2,1.8]";"1995";"high";"mg2-2";NA
"10098";"(1.2,1.8]";"1996";"high";"mg2-2";NA
"10102";"(1.2,1.8]";"1997";"high";"mg2-2";NA
"10106";"(1.2,1.8]";"1998";"high";"mg2-2";NA
"10110";"(1.2,1.8]";"1999";"high";"mg2-2";NA
"10114";"(1.2,1.8]";"2000";"high";"mg2-2";NA
"10118";"(1.2,1.8]";"2001";"high";"mg2-2";NA
"10122";"(1.2,1.8]";"2002";"high";"mg2-2";NA
"10126";"(1.2,1.8]";"2003";"high";"mg2-2";NA
"10130";"(1.2,1.8]";"2004";"high";"mg2-2";NA
"10134";"(1.2,1.8]";"2005";"high";"mg2-2";NA
"10138";"(1.2,1.8]";"2006";"high";"mg2-2";NA
"10142";"(1.2,1.8]";"2007";"high";"mg2-2";NA
"10146";"(1.2,1.8]";"2008";"high";"mg2-2";NA
"10150";"(1.2,1.8]";"2009";"high";"mg2-2";NA
"10154";"(1.2,1.8]";"2010";"high";"mg2-2";NA
"10158";"(1.2,1.8]";"2011";"high";"mg2-2";NA
"10162";"(1.2,1.8]";"2012";"high";"mg2-2";NA
"10166";"(1.2,1.8]";"1992";"low";"mg2-2";NA
"10170";"(1.2,1.8]";"1993";"low";"mg2-2";NA
"10174";"(1.2,1.8]";"1994";"low";"mg2-2";NA
"10178";"(1.2,1.8]";"1995";"low";"mg2-2";NA
"10182";"(1.2,1.8]";"1996";"low";"mg2-2";NA
"10186";"(1.2,1.8]";"1997";"low";"mg2-2";NA
"10190";"(1.2,1.8]";"1998";"low";"mg2-2";NA
"10194";"(1.2,1.8]";"1999";"low";"mg2-2";NA
"10198";"(1.2,1.8]";"2000";"low";"mg2-2";NA
"10202";"(1.2,1.8]";"2001";"low";"mg2-2";NA
"10206";"(1.2,1.8]";"2002";"low";"mg2-2";NA
"10210";"(1.2,1.8]";"2003";"low";"mg2-2";NA
"10214";"(1.2,1.8]";"2004";"low";"mg2-2";NA
"10218";"(1.2,1.8]";"2005";"low";"mg2-2";NA
"10222";"(1.2,1.8]";"2006";"low";"mg2-2";NA
"10226";"(1.2,1.8]";"2007";"low";"mg2-2";NA
"10230";"(1.2,1.8]";"2008";"low";"mg2-2";NA
"10234";"(1.2,1.8]";"2009";"low";"mg2-2";NA
"10238";"(1.2,1.8]";"2010";"low";"mg2-2";NA
"10242";"(1.2,1.8]";"2011";"low";"mg2-2";NA
"10246";"(1.2,1.8]";"2012";"low";"mg2-2";NA
"10250";"(1.2,1.8]";"1992";"middle";"mg2-2";NA
"10254";"(1.2,1.8]";"1993";"middle";"mg2-2";NA
"10258";"(1.2,1.8]";"1994";"middle";"mg2-2";NA
"10262";"(1.2,1.8]";"1995";"middle";"mg2-2";NA
"10266";"(1.2,1.8]";"1996";"middle";"mg2-2";NA
"10270";"(1.2,1.8]";"1997";"middle";"mg2-2";NA
"10274";"(1.2,1.8]";"1998";"middle";"mg2-2";NA
"10278";"(1.2,1.8]";"1999";"middle";"mg2-2";NA
"10282";"(1.2,1.8]";"2000";"middle";"mg2-2";NA
"10286";"(1.2,1.8]";"2001";"middle";"mg2-2";NA
"10290";"(1.2,1.8]";"2002";"middle";"mg2-2";NA
"10294";"(1.2,1.8]";"2003";"middle";"mg2-2";NA
"10298";"(1.2,1.8]";"2004";"middle";"mg2-2";540
"10302";"(1.2,1.8]";"2005";"middle";"mg2-2";NA
"10306";"(1.2,1.8]";"2006";"middle";"mg2-2";240
"10310";"(1.2,1.8]";"2007";"middle";"mg2-2";NA
"10314";"(1.2,1.8]";"2008";"middle";"mg2-2";NA
"10318";"(1.2,1.8]";"2009";"middle";"mg2-2";NA
"10322";"(1.2,1.8]";"2010";"middle";"mg2-2";NA
"10326";"(1.2,1.8]";"2011";"middle";"mg2-2";NA
"10330";"(1.2,1.8]";"2012";"middle";"mg2-2";NA
"10334";"(1.2,1.8]";"1992";"midlow";"mg2-2";NA
"10338";"(1.2,1.8]";"1993";"midlow";"mg2-2";NA
"10342";"(1.2,1.8]";"1994";"midlow";"mg2-2";NA
"10346";"(1.2,1.8]";"1995";"midlow";"mg2-2";NA
"10350";"(1.2,1.8]";"1996";"midlow";"mg2-2";NA
"10354";"(1.2,1.8]";"1997";"midlow";"mg2-2";NA
"10358";"(1.2,1.8]";"1998";"midlow";"mg2-2";NA
"10362";"(1.2,1.8]";"1999";"midlow";"mg2-2";NA
"10366";"(1.2,1.8]";"2000";"midlow";"mg2-2";NA
"10370";"(1.2,1.8]";"2001";"midlow";"mg2-2";NA
"10374";"(1.2,1.8]";"2002";"midlow";"mg2-2";NA
"10378";"(1.2,1.8]";"2003";"midlow";"mg2-2";NA
"10382";"(1.2,1.8]";"2004";"midlow";"mg2-2";NA
"10386";"(1.2,1.8]";"2005";"midlow";"mg2-2";NA
"10390";"(1.2,1.8]";"2006";"midlow";"mg2-2";NA
"10394";"(1.2,1.8]";"2007";"midlow";"mg2-2";NA
"10398";"(1.2,1.8]";"2008";"midlow";"mg2-2";NA
"10402";"(1.2,1.8]";"2009";"midlow";"mg2-2";NA
"10406";"(1.2,1.8]";"2010";"midlow";"mg2-2";NA
"10410";"(1.2,1.8]";"2011";"midlow";"mg2-2";NA
"10414";"(1.2,1.8]";"2012";"midlow";"mg2-2";NA
"10418";"(1.2,1.8]";"1992";"high";"Mg2-2";NA
"10422";"(1.2,1.8]";"1993";"high";"Mg2-2";NA
"10426";"(1.2,1.8]";"1994";"high";"Mg2-2";NA
"10430";"(1.2,1.8]";"1995";"high";"Mg2-2";NA
"10434";"(1.2,1.8]";"1996";"high";"Mg2-2";NA
"10438";"(1.2,1.8]";"1997";"high";"Mg2-2";NA
"10442";"(1.2,1.8]";"1998";"high";"Mg2-2";NA
"10446";"(1.2,1.8]";"1999";"high";"Mg2-2";NA
"10450";"(1.2,1.8]";"2000";"high";"Mg2-2";NA
"10454";"(1.2,1.8]";"2001";"high";"Mg2-2";NA
"10458";"(1.2,1.8]";"2002";"high";"Mg2-2";NA
"10462";"(1.2,1.8]";"2003";"high";"Mg2-2";NA
"10466";"(1.2,1.8]";"2004";"high";"Mg2-2";NA
"10470";"(1.2,1.8]";"2005";"high";"Mg2-2";NA
"10474";"(1.2,1.8]";"2006";"high";"Mg2-2";NA
"10478";"(1.2,1.8]";"2007";"high";"Mg2-2";NA
"10482";"(1.2,1.8]";"2008";"high";"Mg2-2";NA
"10486";"(1.2,1.8]";"2009";"high";"Mg2-2";NA
"10490";"(1.2,1.8]";"2010";"high";"Mg2-2";NA
"10494";"(1.2,1.8]";"2011";"high";"Mg2-2";NA
"10498";"(1.2,1.8]";"2012";"high";"Mg2-2";NA
"10502";"(1.2,1.8]";"1992";"low";"Mg2-2";NA
"10506";"(1.2,1.8]";"1993";"low";"Mg2-2";NA
"10510";"(1.2,1.8]";"1994";"low";"Mg2-2";NA
"10514";"(1.2,1.8]";"1995";"low";"Mg2-2";NA
"10518";"(1.2,1.8]";"1996";"low";"Mg2-2";NA
"10522";"(1.2,1.8]";"1997";"low";"Mg2-2";NA
"10526";"(1.2,1.8]";"1998";"low";"Mg2-2";NA
"10530";"(1.2,1.8]";"1999";"low";"Mg2-2";NA
"10534";"(1.2,1.8]";"2000";"low";"Mg2-2";NA
"10538";"(1.2,1.8]";"2001";"low";"Mg2-2";NA
"10542";"(1.2,1.8]";"2002";"low";"Mg2-2";NA
"10546";"(1.2,1.8]";"2003";"low";"Mg2-2";NA
"10550";"(1.2,1.8]";"2004";"low";"Mg2-2";NA
"10554";"(1.2,1.8]";"2005";"low";"Mg2-2";NA
"10558";"(1.2,1.8]";"2006";"low";"Mg2-2";NA
"10562";"(1.2,1.8]";"2007";"low";"Mg2-2";NA
"10566";"(1.2,1.8]";"2008";"low";"Mg2-2";NA
"10570";"(1.2,1.8]";"2009";"low";"Mg2-2";NA
"10574";"(1.2,1.8]";"2010";"low";"Mg2-2";NA
"10578";"(1.2,1.8]";"2011";"low";"Mg2-2";NA
"10582";"(1.2,1.8]";"2012";"low";"Mg2-2";NA
"10586";"(1.2,1.8]";"1992";"middle";"Mg2-2";NA
"10590";"(1.2,1.8]";"1993";"middle";"Mg2-2";NA
"10594";"(1.2,1.8]";"1994";"middle";"Mg2-2";NA
"10598";"(1.2,1.8]";"1995";"middle";"Mg2-2";NA
"10602";"(1.2,1.8]";"1996";"middle";"Mg2-2";NA
"10606";"(1.2,1.8]";"1997";"middle";"Mg2-2";NA
"10610";"(1.2,1.8]";"1998";"middle";"Mg2-2";NA
"10614";"(1.2,1.8]";"1999";"middle";"Mg2-2";NA
"10618";"(1.2,1.8]";"2000";"middle";"Mg2-2";NA
"10622";"(1.2,1.8]";"2001";"middle";"Mg2-2";NA
"10626";"(1.2,1.8]";"2002";"middle";"Mg2-2";NA
"10630";"(1.2,1.8]";"2003";"middle";"Mg2-2";NA
"10634";"(1.2,1.8]";"2004";"middle";"Mg2-2";NA
"10638";"(1.2,1.8]";"2005";"middle";"Mg2-2";NA
"10642";"(1.2,1.8]";"2006";"middle";"Mg2-2";NA
"10646";"(1.2,1.8]";"2007";"middle";"Mg2-2";NA
"10650";"(1.2,1.8]";"2008";"middle";"Mg2-2";540
"10654";"(1.2,1.8]";"2009";"middle";"Mg2-2";NA
"10658";"(1.2,1.8]";"2010";"middle";"Mg2-2";NA
"10662";"(1.2,1.8]";"2011";"middle";"Mg2-2";90
"10666";"(1.2,1.8]";"2012";"middle";"Mg2-2";NA
