"oneyear.int";"year";"tidal_level";"sample";"Freq"
"3282";"(1.2,1.8]";"1998";"low_beatch";"II-8";NA
"3286";"(1.2,1.8]";"1999";"low_beatch";"II-8";NA
"3290";"(1.2,1.8]";"2000";"low_beatch";"II-8";NA
"3294";"(1.2,1.8]";"2002";"low_beatch";"II-8";NA
"3298";"(1.2,1.8]";"2004";"low_beatch";"II-8";NA
"3302";"(1.2,1.8]";"1992";"zostera_zone";"II-8";NA
"3306";"(1.2,1.8]";"1993";"zostera_zone";"II-8";0
"3310";"(1.2,1.8]";"1994";"zostera_zone";"II-8";NA
"3314";"(1.2,1.8]";"1995";"zostera_zone";"II-8";NA
"3318";"(1.2,1.8]";"1996";"zostera_zone";"II-8";0
"3322";"(1.2,1.8]";"1997";"zostera_zone";"II-8";150
"3326";"(1.2,1.8]";"1998";"zostera_zone";"II-8";NA
"3330";"(1.2,1.8]";"1999";"zostera_zone";"II-8";420
"3334";"(1.2,1.8]";"2000";"zostera_zone";"II-8";90
"3338";"(1.2,1.8]";"2002";"zostera_zone";"II-8";NA
"3342";"(1.2,1.8]";"2004";"zostera_zone";"II-8";240
"3346";"(1.2,1.8]";"1992";"fucus_zone";"II-9";0
"3350";"(1.2,1.8]";"1993";"fucus_zone";"II-9";NA
"3354";"(1.2,1.8]";"1994";"fucus_zone";"II-9";0
"3358";"(1.2,1.8]";"1995";"fucus_zone";"II-9";120
"3362";"(1.2,1.8]";"1996";"fucus_zone";"II-9";NA
"3366";"(1.2,1.8]";"1997";"fucus_zone";"II-9";NA
"3370";"(1.2,1.8]";"1998";"fucus_zone";"II-9";NA
"3374";"(1.2,1.8]";"1999";"fucus_zone";"II-9";NA
"3378";"(1.2,1.8]";"2000";"fucus_zone";"II-9";NA
"3382";"(1.2,1.8]";"2002";"fucus_zone";"II-9";NA
"3386";"(1.2,1.8]";"2004";"fucus_zone";"II-9";NA
"3390";"(1.2,1.8]";"1992";"high_beatch";"II-9";NA
"3394";"(1.2,1.8]";"1993";"high_beatch";"II-9";NA
"3398";"(1.2,1.8]";"1994";"high_beatch";"II-9";NA
"3402";"(1.2,1.8]";"1995";"high_beatch";"II-9";NA
"3406";"(1.2,1.8]";"1996";"high_beatch";"II-9";NA
"3410";"(1.2,1.8]";"1997";"high_beatch";"II-9";NA
"3414";"(1.2,1.8]";"1998";"high_beatch";"II-9";NA
"3418";"(1.2,1.8]";"1999";"high_beatch";"II-9";NA
"3422";"(1.2,1.8]";"2000";"high_beatch";"II-9";NA
"3426";"(1.2,1.8]";"2002";"high_beatch";"II-9";90
"3430";"(1.2,1.8]";"2004";"high_beatch";"II-9";NA
"3434";"(1.2,1.8]";"1992";"low_beatch";"II-9";NA
"3438";"(1.2,1.8]";"1993";"low_beatch";"II-9";NA
"3442";"(1.2,1.8]";"1994";"low_beatch";"II-9";NA
"3446";"(1.2,1.8]";"1995";"low_beatch";"II-9";NA
"3450";"(1.2,1.8]";"1996";"low_beatch";"II-9";NA
"3454";"(1.2,1.8]";"1997";"low_beatch";"II-9";NA
"3458";"(1.2,1.8]";"1998";"low_beatch";"II-9";NA
"3462";"(1.2,1.8]";"1999";"low_beatch";"II-9";NA
"3466";"(1.2,1.8]";"2000";"low_beatch";"II-9";480
"3470";"(1.2,1.8]";"2002";"low_beatch";"II-9";NA
"3474";"(1.2,1.8]";"2004";"low_beatch";"II-9";NA
"3478";"(1.2,1.8]";"1992";"zostera_zone";"II-9";NA
"3482";"(1.2,1.8]";"1993";"zostera_zone";"II-9";0
"3486";"(1.2,1.8]";"1994";"zostera_zone";"II-9";NA
"3490";"(1.2,1.8]";"1995";"zostera_zone";"II-9";NA
"3494";"(1.2,1.8]";"1996";"zostera_zone";"II-9";0
"3498";"(1.2,1.8]";"1997";"zostera_zone";"II-9";30
"3502";"(1.2,1.8]";"1998";"zostera_zone";"II-9";870
"3506";"(1.2,1.8]";"1999";"zostera_zone";"II-9";810
"3510";"(1.2,1.8]";"2000";"zostera_zone";"II-9";NA
"3514";"(1.2,1.8]";"2002";"zostera_zone";"II-9";NA
"3518";"(1.2,1.8]";"2004";"zostera_zone";"II-9";480
